geom,value
POINT(-97.1455596819527 27.9101242767696),262353.20439643547
POINT(-97.8648431963181 30.1194378566818),497292.73924828571
POINT(-95.4089622017042 29.0254522838672),211082.15095366715
POINT(-96.6606866285461 32.9107288929411),338466.37665626843
POINT(-97.9212552190128 26.944520957712),244557.23708803803
POINT(-95.4258882019486 29.9939242488401),176800.82938315131
POINT(-96.6700219471456 33.1763645443082),386726.69855662459
POINT(-97.1367436200815 31.5413698550931),143863.55160676379
POINT(-95.5464534358117 33.6757140003854),148308.18776059579
POINT(-95.3612527691648 29.8016119644622),284631.34313618427
POINT(-93.9083260034189 31.3977709783259),207188.32778881339
POINT(-98.007950501906 26.3064511604442),135166.48893311291
POINT(-98.2978691386989 29.1639850562598),369549.93617827451
POINT(-97.9274958954326 29.8792685701108),180206.36096488379
POINT(-95.6042088540342 29.9197498613616),405356.93003233883
POINT(-98.3853350874331 29.0858927585615),324259.71556307195
POINT(-97.0693946882133 32.817269610874),264866.32583450875
POINT(-97.7919019003035 30.449818577146),272617.06605225883
POINT(-101.88395655398 35.2080943202187),235621.93184753563
POINT(-97.7561277621666 30.3160974934256),393523.91799332411
POINT(-99.1668967467804 30.0772738325598),496022.35652152891
POINT(-97.8045421139492 30.5164766533561),849596.66721273051
POINT(-96.9859664891994 32.8045974934688),315730.98881182587
POINT(-97.3338711866486 30.2068403296438),223092.01804703931
POINT(-97.2720220453897 32.4140341279533),146539.58856748891
POINT(-97.1627076507754 29.9839144443573),164810.86086161915
POINT(-98.5598375069565 29.4545904233863),242176.88087933755
POINT(-95.4898895759404 29.6766185052543),618903.19598469243
POINT(-94.8038680165376 32.1279015607517),187018.86072592155
POINT(-102.401184097931 31.8301128259824),418357.91373835003
POINT(-98.5032894279769 29.6272867793337),444346.43086547707
POINT(-95.4747909925789 30.1870013496476),531829.90363338811
POINT(-96.4274238090961 33.5994025848368),290942.68283715291
POINT(-102.144238326346 31.9716787774888),411573.90601903835
POINT(-98.1790038751683 32.1364738907777),257758.77986787035
POINT(-97.3848231458223 31.0665185427341),323471.73197160155
POINT(-97.1186972143721 32.6068211257217),672964.26549239515
POINT(-94.3881681708618 30.2745135598054),451222.88351221115
POINT(-99.9479270285908 32.6515059028572),388736.76541384059
POINT(-97.9140529064991 30.0433141762519),450533.34173713083
POINT(-97.8729970096268 30.2561527894841),420456.90755294875
POINT(-95.113119129486 32.5828846916869),280063.68288791867
POINT(-101.416089134107 36.2588385640688),212112.95026117947
POINT(-106.454716435332 31.790217306024),160712.17125888987
POINT(-96.6468381235138 33.1260243517539),529722.80398238683
POINT(-96.7352471484081 33.0510981999906),774274.10944381915
POINT(-96.776849892146 29.9813446453159),293914.40827574907
POINT(-98.1827442147634 26.1811155535469),215150.60740085691
POINT(-95.55975564436 29.6079480042667),206623.68279730107
POINT(-98.1312524371819 29.7152039541067),482046.02078836667
POINT(-96.852300237651 32.3895775840671),198487.18076901307
POINT(-98.5228740054385 27.8598267313623),284811.59959572059
POINT(-97.4516488146259 27.8010633658322),180802.02977133819
POINT(-97.7515101650733 31.1104980472043),211184.54962098747
POINT(-96.9572167084975 32.8787783624617),535481.08933173819
POINT(-95.2814778105804 29.9550091988341),481231.01185804507
POINT(-96.6399198732065 33.1104615467879),282573.73183256795
POINT(-95.8120694884396 29.8190016981514),829587.30950205307
POINT(-98.5535985267863 29.5477423786591),311380.20809572219
POINT(-97.057045697439 32.7959761950315),277954.51668971387
POINT(-95.5725516485089 29.742696140478),120847.94007555259
POINT(-101.959269385384 33.5300608963406),326114.08985266683
POINT(-106.19696463189 31.7933706957125),355486.19992510619
POINT(-95.4179498512307 29.7285425351209),712329.68146456731
POINT(-96.9729750186405 32.9249385637447),695501.37323480891
POINT(-97.3966804888891 27.6973518100851),717879.83836383035
POINT(-97.7592316469789 32.4017470137663),451137.53763320955
POINT(-95.2454691466147 29.6243586384763),239443.85809842619
POINT(-95.4562704945649 29.8185838747315),226562.12778170459
POINT(-98.7204850153311 29.7699098431168),644659.34902973147
POINT(-97.7354503399938 30.2579184422956),313367.68054538971
POINT(-97.5687584995817 27.8462316038699),150461.68573716859
POINT(-98.3915154877918 29.5768195638939),205044.32604870331
POINT(-98.1510755829007 29.745745636982),593173.77556059835
POINT(-96.0642473037131 32.0949563248257),201386.83645078875
POINT(-98.3429036016269 26.2238421343733),411092.05607580667
POINT(-97.0064130593982 32.85847390427),335172.22036741755
POINT(-95.2584795091824 30.1073856648312),552930.91032552731
POINT(-95.392540086705 29.6816994356962),227356.37269509403
POINT(-95.5348694851716 30.1111099775035),709897.71595863323
POINT(-97.5337990112666 25.9796921285515),349584.37747157947
POINT(-97.2182912145644 32.6048722214725),340730.74890303035
POINT(-102.371072971788 31.8806312603008),340243.78327856987
POINT(-95.9459082140993 32.1147740898683),224746.74865723227
POINT(-97.7281520551108 30.723115489316),339567.25319011835
POINT(-97.6653858270814 31.1165984290943),305297.18207909371
POINT(-97.7021323704662 31.1205770408101),208453.45586613755
POINT(-95.4453121899542 29.9895294535102),182646.65345418395
POINT(-95.635732289205 29.6160972082953),759694.87335228571
POINT(-96.8134349693977 32.9489183240642),383098.13051601371
POINT(-98.593169720063 29.5060037418977),188274.62447870427
POINT(-97.1643307422033 32.8581389673258),593791.32226005115
POINT(-106.583026187955 31.8886615330972),232162.21141376795
POINT(-102.335901941038 33.6230446425429),254533.16870136571
POINT(-98.4607941946325 29.5808259321305),288595.06290489755
POINT(-95.6428146441167 30.0002552883052),630297.53200865339
POINT(-95.0047781514656 29.9056083374128),387266.71692296251
POINT(-95.1651507058087 29.8029669988189),560214.36742376827
POINT(-106.601802585071 31.8291185945429),575990.77598393371
POINT(-98.5623139327991 33.868964545964),184391.64879896923
POINT(-97.230124051442 32.9028431322117),732996.89499539451
POINT(-98.1813329378585 26.1712360187262),164413.11497165787
POINT(-95.6178543079696 29.6853776889709),285078.48171573883
POINT(-94.5076189730803 33.0676409446606),374970.26954760827
POINT(-95.2923369129882 29.7103034261748),260220.73294626747
POINT(-103.486701832633 31.4042178223622),403010.38032991835
POINT(-99.707366317715 32.4550482841282),251487.22817685083
POINT(-97.3194106180777 32.6982417394857),269126.65415798011
POINT(-101.314720229729 32.2115674631214),339469.01370968635
POINT(-101.869857114455 35.219119572549),225010.11225661659
POINT(-100.951525213429 32.7248396019866),178102.95938443131
POINT(-98.1435868885029 29.7169056476317),278730.19499227003
POINT(-97.5801829318433 30.4238030095502),603213.87551981083
POINT(-96.9032503334692 32.719338809903),217763.31503427099
POINT(-97.0790926426186 32.8585619116067),346613.05212695739
POINT(-95.6098131191783 30.0807968104121),323921.31530233019
POINT(-95.7145347306316 31.5577065657233),250944.44024861883
POINT(-93.9369721463757 29.9331418317093),158091.74565514075
POINT(-96.7755272581563 33.0504930285585),607970.32505535323
POINT(-96.6848462635587 32.8005932624293),214657.83099804507
POINT(-106.458659131419 31.803869085312),159284.49544802107
POINT(-96.3187677607665 30.6087967525127),121975.57654906331
POINT(-106.456931769637 31.7856430129459),157644.42016294363
POINT(-96.5697488356877 32.7490195833565),571148.00803650683
POINT(-101.822149534591 35.2527373175004),214716.91074646811
POINT(-102.074997884172 31.9746073276296),243241.07153797915
POINT(-95.5888323838261 29.5771462689513),380561.05566950171
POINT(-98.5149357441752 29.3660176685494),207900.80306276795
POINT(-94.623672161417 31.2389498723234),329333.45212008891
POINT(-95.1708601356254 29.5319379675134),583962.92052044219
POINT(-96.6739273243294 28.9988317868424),205344.73556389275
POINT(-95.5984969407049 29.745555304307),656522.04543525947
POINT(-97.3864345786373 32.6576267224832),354026.77904128731
POINT(-96.014980765822 30.6848806713162),346577.89807074011
POINT(-97.1954896279397 32.7447775558917),266034.20345282939
POINT(-97.0298582704225 32.7590930418242),277169.07589726587
POINT(-97.2962598425 32.8893778823671),373667.64820088859
POINT(-96.6175365483577 32.8879164843756),194331.49576554523
POINT(-97.8726426120225 30.2540112659919),443213.74634412059
POINT(-97.2571682411327 32.9216059064582),682590.08182711643
POINT(-95.5254154166384 29.5727095253832),527237.21173871611
POINT(-96.7571457805972 33.1104054782825),549293.03760530427
POINT(-94.7925678386303 31.2759004470125),405901.23449407803
POINT(-94.815902272797 32.5633194245394),469767.46888198459
POINT(-95.4425523668233 29.6898702328086),356110.33917009883
POINT(-94.9746919537359 29.4742070713857),568451.50421542523
POINT(-106.420951445846 31.8586810343089),153309.76142834971
POINT(-97.5848963510273 27.8462328693654),230928.08670510363
POINT(-97.1157787676441 32.6375774028756),503723.89510515291
POINT(-95.2040233030169 32.6948845094005),303362.28193978971
POINT(-95.6990367091892 30.5829503593854),403335.88130930939
POINT(-106.608724399434 31.8690829499008),532286.92330311227
POINT(-95.2470599143055 32.5878730754014),230325.89498858363
POINT(-97.6772663460736 30.4390818780189),265089.64473289595
POINT(-96.636020918136 32.8410353797958),231308.67650840763
POINT(-98.1587648160249 32.2223213602818),386565.50039356219
POINT(-106.538194756596 31.8414318667671),399817.53130492731
POINT(-98.1892201068535 26.3507464494818),145369.16081211867
POINT(-95.728445508007 29.570661569178),479907.04148109787
POINT(-96.809561753165 33.1423022620963),358437.78594295931
POINT(-94.3755209035199 32.7381215054903),238044.26369664795
POINT(-96.922828726053 32.4718095291383),607016.39773841179
POINT(-94.8462043572269 32.4010302634785),394029.89218998043
POINT(-97.0929030894972 32.762498957865),254457.51003237115
POINT(-97.1691244781758 32.8178984394789),323872.84988619515
POINT(-99.458386731225 27.600874099756),460650.55704045627
POINT(-95.5733862575931 29.683098547873),137874.03564398651
POINT(-95.3698046368513 29.8175837204533),145076.16127662139
POINT(-99.4649895697953 27.5082715646886),151436.77695211579
POINT(-95.4020134016989 30.0055004846629),298682.54505529051
POINT(-95.4054288570287 29.7951166525504),985307.09870912891
POINT(-98.4246074583234 29.4854640578057),293592.40791655803
POINT(-96.6621274047171 32.9883561506851),902095.45992338459
POINT(-97.7631045224729 30.1860165220879),184044.53167062043
POINT(-96.5636872479909 32.8576089033469),359472.97381152411
POINT(-95.1599120455086 29.5312345500754),203327.60165578395
POINT(-97.1672529231649 32.6428000576575),337250.14400453947
POINT(-95.0759104209774 29.4054145778963),429064.45702663483
POINT(-97.347576185308 31.0810651490294),143544.04961385083
POINT(-97.1172621471873 32.5660526565823),279222.28810340987
POINT(-102.770117611189 31.7934959880034),257672.67303106491
POINT(-96.7189919151865 33.1289934676265),826274.67999878747
POINT(-96.7384614781653 33.0723144960474),590801.05190102267
POINT(-94.8150832659065 29.2840296642121),330937.82860117243
POINT(-95.3619857057099 29.5846405915687),535846.36461534107
POINT(-97.3625444062209 27.6841871240294),493205.76754729531
POINT(-97.391999895138 32.7295649876457),213233.10069999131
POINT(-101.932076119501 33.5492262301995),163564.55022517435
POINT(-97.1230303232184 32.8431940787887),256857.21046217563
POINT(-97.4040164467294 32.3472819649235),274595.28260818747
POINT(-97.2304134497449 32.7324669728132),197596.44658134491
POINT(-95.2451457835325 30.6919384842063),294375.30551971291
POINT(-95.6120215420986 29.7022311650815),245620.34145748091
POINT(-101.972853384154 35.8871161400958),317820.30401985307
POINT(-97.732673877027 30.3181919467376),361516.42503104603
POINT(-95.4010371454271 29.1978685658754),281417.88122458203
POINT(-97.1095553711098 32.8179488121917),607008.88199495419
POINT(-95.1623623053406 30.0061983512633),595697.20443805435
POINT(-97.7457809175816 30.5594700986649),638847.06559882651
POINT(-101.922112329391 33.5444392622609),414702.71836343355
POINT(-94.1904663510527 30.3903917961522),391200.32483015035
POINT(-101.783762885308 33.1657315076435),113854.36832491195
POINT(-95.2792711649469 29.618085207593),293507.94691946171
POINT(-98.6448809492243 29.4638902577255),240547.24877008219
POINT(-95.9084613578697 30.7927138484345),197717.18156481531
POINT(-97.5375820866858 25.986489469546),315089.30547389435
POINT(-97.8226864686469 30.2787587707328),832209.17656450043
POINT(-97.292718205978 32.8773855813514),381315.90660888539
POINT(-96.6677692043455 32.6489262499142),317500.74640832475
POINT(-96.7514491210444 33.1177297166697),574935.23167175963
POINT(-98.3078789811102 29.534879286666),321905.48772472091
POINT(-98.5862988245921 33.8462441374644),499956.82934343931
POINT(-97.6795499517381 26.1729308680285),167995.01916329531
POINT(-94.9390603634941 29.7768940425556),662908.44946675259
POINT(-101.824269719147 35.2369127142135),285082.75174616283
POINT(-95.3079228986505 32.3323955791547),114915.99392438811
POINT(-98.1417184303965 26.2758267114469),363729.53724661947
POINT(-95.670419714985 29.9824890811049),467651.60992575675
POINT(-95.3996500945824 29.8917369001472),168192.75331801275
POINT(-97.3192153730222 32.7301327403676),265430.27108472667
POINT(-96.8165783653636 32.9435021521267),448296.71785424731
POINT(-93.9215949615337 29.9465821458689),370598.05420510715
POINT(-95.4000213320789 29.0372554552247),390048.39171443536
POINT(-97.8721689784623 27.5099329637984),124786.52830908912
POINT(-97.8519048994687 29.9251371333795),361276.7827990168
POINT(-97.4231877321623 27.747828531945),310148.21290910192
POINT(-97.7286269724601 30.321208540602),397652.88101315056
POINT(-96.8697304917636 33.1693640673821),1006671.7424154024
POINT(-97.9502249640496 26.1139664796631),208414.300672964
POINT(-101.873860447624 33.5319472319718),299455.69419991184
POINT(-94.2297924876998 33.2668939930107),328804.36302712624
POINT(-97.3745621582433 32.6791562802398),348523.45354026096
POINT(-102.404368909601 34.8194618443907),306698.77634661488
POINT(-97.6969719925668 30.3719308344868),140100.91772252944
POINT(-97.3610237197212 27.6818426085928),537567.40260344592
POINT(-97.010838374881 32.6773133128221),308824.94819928496
POINT(-100.85132965384 32.3842022689328),406486.4296829176
POINT(-98.6105325852926 29.3469143083012),251394.53781794896
POINT(-95.2477712657233 29.6167004506746),479829.64295407344
POINT(-95.3009336300007 29.4330072332014),314356.535966492
POINT(-98.4898221370102 30.8628670675284),260896.8596930088
POINT(-97.1051714162731 33.153904141206),560232.913353476
POINT(-97.7681204563703 31.1096210801029),347850.86898056592
POINT(-96.7914163179821 32.795648842748),547374.73902715952
POINT(-98.7349486352144 29.6178538095588),788166.84807316528
POINT(-96.149335870389 33.6565726741803),568763.66208872816
POINT(-95.4852341288893 29.7039513083805),157217.36098619056
POINT(-95.5794908160801 29.6720678781494),217656.47587372016
POINT(-98.6761386965878 29.5009401763284),383861.471740508
POINT(-96.8260887792491 32.395728713181),337181.77617265296
POINT(-95.5777241874976 30.0066895946834),521962.99735478224
POINT(-95.3844878530907 30.4267098805699),586539.2759866328
POINT(-102.25525505233 32.1585835539546),424947.6436386776
POINT(-96.7175102751248 33.0465795546117),278814.40671237744
POINT(-97.4501121940257 32.9007985751839),771574.424623588
POINT(-101.947063541243 35.1258899381995),437108.65103846672
POINT(-95.6803267106625 29.8977534436571),533191.04461231024
POINT(-97.360240941556 31.4104902342875),317708.79173489584
POINT(-95.3130573891286 32.0067099160298),229275.76962126768
POINT(-97.768402763543 31.1070337378597),387868.28537148336
POINT(-95.3120073779157 29.7161182046992),266574.72768013232
POINT(-95.7928785991529 29.5443834018716),376650.443549108
POINT(-97.7250254772514 30.0126338979034),177602.362913204
POINT(-95.5324792858154 29.8305991011022),293796.12912566512
POINT(-96.8737596736424 32.6028601023401),463721.46659841936
POINT(-94.0730180353472 33.1295309623408),277002.3305969208
POINT(-95.3357041677208 30.0369772723091),353384.44401978928
POINT(-96.6282288574709 33.0041806174775),504138.04780801584
POINT(-97.4807240185074 25.9631791676819),396923.83515212656
POINT(-95.4701419573252 29.8733632433164),282108.56513330032
POINT(-94.6263252386731 33.5142251828109),188918.45155475984
POINT(-95.4321058540559 29.1706151749342),287019.11012605776
POINT(-98.5304454698735 26.260495180175),128722.09268735824
POINT(-98.1979914182267 26.2350960244687),273606.01451282256
POINT(-97.750062616147 30.4070239869546),300761.97775294288
POINT(-94.7498378195304 32.5599210099268),298580.02988666
POINT(-95.066476076429 29.9323003376223),479390.73458719888
POINT(-106.405646102802 31.8913701935168),292788.9669568424
POINT(-99.4912036302101 27.5818755200677),233391.22289454224
POINT(-101.956389593045 33.4961829830734),503162.74824640976
POINT(-96.8733296420551 33.1496786533341),699575.85099020752
POINT(-97.8285610856168 30.2031890503251),428817.46035552368
POINT(-98.5929119914558 29.5241123981512),245059.38728652912
POINT(-94.6412944592341 32.3593627487349),347263.250528356
POINT(-101.720951248019 34.2057623912167),306607.98694153648
POINT(-98.3396194607883 29.8162089238125),237408.69139004848
POINT(-98.6715961399579 29.5294597519226),385579.749206068
POINT(-96.4076696840199 32.9560277354548),585854.18577040464
POINT(-98.5546442436524 29.4580805396001),176103.03891028016
POINT(-98.1567900262416 29.8564576347449),414078.20068400848
POINT(-95.4189449966822 30.1986128517911),363382.47159394
POINT(-97.2915476388096 32.9515615190632),760596.98476901744
POINT(-95.4193733454468 29.9633504934197),133882.26618656112
POINT(-98.5368548194896 33.9471707609696),274796.17331837968
POINT(-100.930082895401 32.704447610539),410493.97650726896
POINT(-96.5377047179586 32.863111243148),214916.758099804
POINT(-95.6548706293322 29.4364643630828),595216.990881604
POINT(-95.5449145660369 29.5543883222452),570588.627455788
POINT(-96.7963039146498 33.002600814789),310936.03978005808
POINT(-98.3190048790529 29.4691345732875),385844.359722796
POINT(-96.7616586569677 33.0519855604543),589982.20212724688
POINT(-96.9695739326295 32.9617749424523),933523.1023711944
POINT(-97.0335793695824 32.7607781296749),294219.30585029232
POINT(-97.189998632445 32.7420802130696),242624.73091158288
POINT(-98.3384368915818 26.2205248395466),172565.84943822768
POINT(-97.2563717151378 32.8234152404407),271127.4164171528
POINT(-106.584663880695 31.9225590256209),162747.417548468
POINT(-97.7256920061097 30.2855232840613),674192.37567118928
POINT(-95.7715774823113 29.7111355655136),566236.18956094352
POINT(-95.136792490662 29.5682923644312),620572.28765078064
POINT(-95.2632911006746 29.7963853831254),245288.76153700912
POINT(-96.7478617957836 32.8326319692698),772145.07305185136
POINT(-95.4932681585882 29.711891746416),147365.46803535728
POINT(-97.1014192547504 33.0275167286308),1247076.329041468
POINT(-94.8631147833829 30.5024223657267),285540.81114053808
POINT(-97.3351551769859 32.5643543264516),566419.216651788
POINT(-95.8121542386201 29.7265714891475),1001977.566793228
POINT(-96.884290317523 33.1674871011723),501187.6689410712
POINT(-96.7853534137056 32.8109187131975),265171.057063364
POINT(-95.0810682930491 29.5217562660303),370138.36594452272
POINT(-97.1393554731 31.4702605069435),526803.48430662416
POINT(-98.5573826917512 29.5094003509964),295898.63172198832
POINT(-97.9589755015724 30.6421828703452),747083.0089975032
POINT(-97.4792405898571 30.16627633137),346114.952283468
POINT(-101.884191717165 35.1547276518391),310628.06819287472
POINT(-100.465204787339 31.3309299801399),466517.07747280976
POINT(-95.3463031207791 29.7430252802892),586321.378858268
POINT(-96.4733243856078 32.7603882595434),369734.06938423024
POINT(-94.9574169211845 29.7438339199409),290606.41128447728
POINT(-95.3822488513792 29.7586597677548),323627.94604033424
POINT(-96.7698666312064 32.8932903139571),221768.58870123568
POINT(-95.6666547908669 29.7229844649594),296769.99783768784
POINT(-96.7043680098268 32.7822500784314),272917.98051600752
POINT(-97.715062451299 30.3450139371749),457401.900825764
POINT(-97.8759911655143 30.3544323722701),900009.69970692112
POINT(-96.6556325935542 32.952856229326),248824.44188266512
POINT(-95.6200221533301 30.1173915570198),329625.12600104272
POINT(-98.0126982281385 33.7141229239447),393062.26676626416
POINT(-95.4731717794079 29.7120465368474),184558.33050256368
POINT(-97.0828892270198 32.688316384383),307992.66865066992
POINT(-95.6338160070384 29.6564069663053),339546.23100134672
POINT(-97.0294996699394 33.028638721418),461846.96456829872
POINT(-97.977501640773 29.6243350320392),282518.77758647216
POINT(-102.096833065113 32.0502574529124),917121.29721692752
POINT(-96.9252327186563 32.6366561235389),664038.95954499824
POINT(-98.1975937992828 31.9021838213357),433370.20669804432
POINT(-98.487056138432 29.3412678158195),134522.92220698512
POINT(-95.763436868699 29.5884388572759),256703.483870084
POINT(-98.6283817666774 29.5719612268738),207905.50095765392
POINT(-97.5061643686455 31.0691903507839),336562.80217054416
POINT(-98.153787535122 26.1379241096635),125917.98784560336
POINT(-98.3561894118785 29.4751961279939),200402.30998156144
POINT(-96.704520736611 33.0941041196503),834500.92237202288
POINT(-94.9658497920731 29.760090960498),331014.50100234768
POINT(-97.3709475171642 32.7654105403294),356197.16362651472
POINT(-97.0349190873156 32.7413233949358),205908.07872399184
POINT(-95.3055258113938 30.0926659573132),347904.65519836656
POINT(-95.6287705610641 29.8415026097407),429910.68171492848
POINT(-102.339840597307 33.9201314940323),151496.9804737448
POINT(-98.223745460295 26.199615713191),211819.23829342672
POINT(-97.7644675750977 32.4362402972487),404163.45597911504
POINT(-97.2366502485484 32.4134813681264),302726.71142566
POINT(-96.719076944923 33.0110887587299),465456.44337109104
POINT(-98.3754230993884 29.3810961616608),379620.538761852
POINT(-96.795822057594 32.6219413034948),570531.59650334832
POINT(-93.8873651648499 30.3962236762272),312631.66414723184
POINT(-96.5262936510434 32.0667803194229),283068.44488920848
POINT(-95.3615756509217 29.5397550695175),1075691.9165433832
POINT(-96.8010911337914 32.79725553507),570101.19172558608
POINT(-93.9956997352708 29.9554448260504),278062.03158119856
POINT(-96.9730271733971 32.8039648658888),337508.71016170928
POINT(-94.9985568700074 29.5137051513938),354325.23216190544
POINT(-99.1296977662635 29.904263362211),439294.503172636
POINT(-96.8050816761943 32.9615499233988),313870.6423227432
POINT(-102.390260895713 31.9108321326272),242803.81801608912
POINT(-96.6454570819604 32.9988387000437),370175.439249876
POINT(-96.5764328442349 32.8863333630919),502970.76860008144
POINT(-94.1113217072824 30.0596293020219),167164.77625292496
POINT(-96.7509555283333 32.8026683413945),121617.21062397648
POINT(-99.8006144841475 29.2071239034151),218049.39344975568
POINT(-94.931502467083 29.7900984798151),703597.48184903024
POINT(-96.9428233238321 32.8384570817674),248228.35634318704
POINT(-94.3437725359395 33.3747596246179),254263.69700859248
POINT(-96.8800949282867 33.0314113430191),524038.67434017808
POINT(-95.4021976505381 30.3756174301907),346840.739514788
POINT(-93.7165905212943 30.1883537299599),311449.90373032272
POINT(-95.0311616387861 30.7866958193861),363437.63869339984
POINT(-97.2927490075876 26.0955860935454),237933.1908083336
POINT(-97.7648235491609 31.0852465845097),281638.496651588
POINT(-95.4340872978983 29.8117547117073),604505.48370347312
POINT(-95.4183970696773 29.7706156433507),1225856.5981846456
POINT(-95.2611320394941 29.9442446570387),458960.72308692272
POINT(-96.7535453922959 33.0504471571175),675017.95520247088
POINT(-96.8245852520728 32.8178828967065),356242.71701300528
POINT(-98.6838237216531 29.5904060464022),503533.46884996048
POINT(-94.9824346137332 32.993041702202),151335.29903057872
POINT(-96.5909787402198 33.0503504196932),877178.95011795568
POINT(-99.2983199521215 34.153594486085),149664.75047232112
POINT(-95.4009372082065 29.7257362737581),1113305.4105655528
POINT(-97.7526800697322 26.214547922474),235216.24972482832
POINT(-95.5515524203145 29.5561079783907),540916.33515141392
POINT(-98.5298149094836 33.8849461663132),243528.42793814576
POINT(-100.513170447243 31.4304825847402),438473.41567773232
POINT(-96.6867872712235 32.8233634974189),572292.23768883408
POINT(-96.60806673809 33.0313846761497),693256.8716325704
POINT(-98.0816859030901 26.1554274239333),195164.72852368912
POINT(-95.5744797279785 29.5226081590904),1034749.6381444456
POINT(-97.0118400021388 32.6647630426409),480710.21079807152
POINT(-99.5348081704759 29.3575629434152),304742.905894924
POINT(-95.184638436387 29.7972821864854),186199.240914932
POINT(-98.4224049510287 29.5545524521217),186115.79074777584
POINT(-96.725502067698 32.8376419353062),1481517.9765038744
POINT(-96.7694328334907 33.1225346625678),502460.057638852
POINT(-96.9215367065224 31.5037515315393),418378.16907625936
POINT(-96.6191621905715 33.6406195150103),239775.80940627056
POINT(-95.0323399803809 29.5192693659394),223356.10503867504
POINT(-95.5473960981997 29.805116736023),431388.64626230032
POINT(-97.5219685698973 25.9645895276715),288802.76092003088
POINT(-98.8035676194656 29.9731896074706),417929.53701128624
POINT(-102.392682373842 31.9388846933643),488047.6316846328
POINT(-97.7159313765539 26.2367570505436),172931.76882010544
POINT(-96.9499534743716 32.6528009820314),269005.35353266256
POINT(-95.3824429519666 29.7571931893105),421374.30745089776
POINT(-98.4312979157727 29.3498776206059),185384.81969186544
POINT(-96.5507931308014 30.3476005018512),345795.274632988
POINT(-103.106993664895 31.8451886067272),203072.08938137328
POINT(-94.1036859941376 33.425018608577),175467.78387641392
POINT(-97.9157087390077 30.3111391447237),1360618.3749899336
POINT(-98.3933825827963 29.4819655119423),178548.86786763472
POINT(-95.3184538968975 29.7354682994652),284552.63207233552
POINT(-95.6481645691347 29.6821314999743),397192.34784232784
POINT(-99.2261576953291 26.8463006744706),187743.81452019024
POINT(-97.7257028355854 33.5162094190083),396631.57063828816
POINT(-102.399665366989 31.7338942197251),308603.34578703344
POINT(-97.4444045821427 31.0617139514246),281055.50701632496
POINT(-106.288359696995 31.6507377189335),153461.72184878064
POINT(-97.3971886064951 31.086364864958),287267.0814867352
POINT(-98.5788932592557 33.640220708916),409523.20471718896
POINT(-98.5289824765765 29.3443588097676),338867.17407531664
POINT(-97.7699150821059 30.1792885146723),239673.94371687056
POINT(-96.6870740148072 31.1603822123553),137118.2733147816
POINT(-98.6212530638089 29.4926054791718),435310.757322284
POINT(-95.4876920866256 30.1774467340153),1215755.293525524
POINT(-95.0895512550011 30.7012568964574),184567.2766176216
POINT(-96.8459339184841 32.9470418840798),738594.71682967152
POINT(-94.086500284944 30.0428082139334),206385.96321176848
POINT(-95.2807861017095 29.8128400976769),118781.22082356496
POINT(-95.7159859403926 29.808308762115),362041.05901769648
POINT(-97.0075146933153 32.6997184954055),305663.8283376664
POINT(-95.5326401608244 29.9721930212102),293980.8451504152
POINT(-95.3936000785557 29.5369332929033),384406.80132509232
POINT(-95.6683498394004 29.8408466082098),396337.376701804
POINT(-95.5231167616581 29.7397328775579),265186.1123195992
POINT(-96.3036201375905 30.598559502475),164966.51375635312
POINT(-97.1604690969377 32.6945226310253),875894.72552591888
POINT(-96.5838405087471 33.701978018574),223986.69426156048
POINT(-96.9294139429457 32.90285309584),704122.92273412272
POINT(-96.8691619965886 33.1519135101803),1085329.310321908
POINT(-94.1677178802501 30.3419966934265),263747.52889210352
POINT(-96.7460341159201 32.867487683757),204888.65020257776
POINT(-97.2614850696394 31.6078330561773),611004.79267816944
POINT(-97.8293135262314 30.4351070506761),1038035.9022374824
POINT(-95.3626871227601 29.803939750163),262297.29014960944
POINT(-97.7027659656515 30.7280380266264),381608.2599485112
POINT(-95.4403697234876 30.026650299862),215152.54067249264
POINT(-97.5822674428562 26.0354731274735),415977.2620786904
POINT(-95.9075439568507 29.0215589026456),206140.97655464048
POINT(-98.5819428354314 29.4804116766642),322557.72723934992
POINT(-97.6391765804051 30.4069555924056),324824.78390564624
POINT(-98.5802653495057 29.4389467274712),213904.73036811696
POINT(-101.906945885134 35.0264839848061),379481.512154188
POINT(-96.9264136180038 32.8332997049222),202840.631940148
POINT(-98.6678387482287 29.4214606602631),205749.6041056776
POINT(-98.4747732654579 29.658364064363),594276.9453656344
POINT(-97.2680785409024 32.7361672112291),219194.22919152016
POINT(-97.1067692039263 32.7160708660986),463389.84728326544
POINT(-98.0481441512132 30.3319443849591),836651.45134227152
POINT(-97.308681134321 32.581383926222),462864.29433263472
POINT(-101.301356996893 35.359053975785),403061.1765085528
POINT(-96.7491458243539 32.8083695298523),315103.14727339376
POINT(-95.5379787033884 29.7407836614983),256928.48774556688
POINT(-97.5369505132004 32.9278510535447),336063.76302158512
POINT(-95.4193840367148 29.0563162021133),707636.35417211568
POINT(-95.3662610060256 28.9480082970135),148126.113098636
POINT(-95.7015497269489 32.049394555226),317004.209320844
POINT(-94.3303714787634 30.3706825641032),280601.66290482832
POINT(-98.992225578551 31.9115246115086),173161.14472773264
POINT(-97.1839279411793 32.8698844828888),454147.25282260624
POINT(-97.1956363765865 32.8842041399672),342363.39688996144
