h3,id,geom,value,severity_concat_joined_joined,event_concat_joined_joined,event_count_joined_joined,name_joined_joined_joined,event_type,event_exists
89489c00287ffff,0dab70f3-862a-4c14-baab-e58e4bebfab3,POINT(-98.5225506997859 29.545256947379),293374.44034171529,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a433ffff,d00dd1ca-0b0d-4f1d-a3f8-caa87bbaf7ae,POINT(-98.4327679489571 29.3635299022716),409383.78949246078,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1ae6bffff,2293df34-7ec2-49b4-8a26-5ce0dfe87b11,POINT(-98.4323449272223 29.4302134304176),141085.42478638567,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02e2fffff,4e158ef7-31ea-4d2a-a49f-5f7d2c2b6f5b,POINT(-98.5935124464539 29.5359597734326),317183.45370931266,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c03173ffff,3197a21a-ba34-4348-9f25-e977d1afd4e1,POINT(-98.5168977798258 29.5081356492969),194738.31660055544,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0150fffff,2fa086e3-c9c5-42c6-a25f-d6c2e0ca37c7,POINT(-98.4929120750475 29.5390953626188),114037.97209561785,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c155c7ffff,9b0280b1-9623-49ea-b4c6-14419bf80f5a,POINT(-98.6672580866544 29.46853863277),413903.92215989076,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1192bffff,2179c430-2c0d-47b3-9afb-b6ce1294a8e5,POINT(-98.5546442436524 29.4580805396001),176103.03891028016,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02e47ffff,0b9b6cbb-394b-4525-a141-7b63cafabcbe,POINT(-98.5811157177393 29.5265282589504),216295.7924555419,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02dc7ffff,af456760-c946-478b-8b62-80ccb650977f,POINT(-98.6343781878973 29.5228219076262),489019.658622943,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c00093ffff,1068c2db-5b73-40e8-aabd-a84427aa6ad6,POINT(-98.5460950998111 29.5303184298493),404302.03909192974,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c56937ffff,051057a6-971f-47e7-a18b-ad4f79049a26,POINT(-98.3164727683604 29.5195329426328),342347.44844765507,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c10407ffff,c6075c6c-9024-46ae-838b-b1fd653888c4,POINT(-98.5713028625151 29.3573368359762),119595.32390081452,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01107ffff,3807c3e6-532d-40a6-a256-2e8a7436bebe,POINT(-98.4945768761289 29.5602626384507),284755.97942784865,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c08d37ffff,ed856279-4561-4ad2-982c-5e9d0a6ac0e1,POINT(-98.4387111086602 29.6525661770375),513743.74875098513,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c160cbffff,5d30bf16-abbf-4e55-92a9-eecece2bb570,POINT(-98.7353965537051 29.4164181571584),551960.62570290617,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c19307ffff,c3aa5014-1361-44b6-9195-b1775cbbb2aa,POINT(-98.3190048790529 29.4691345732875),385844.359722796,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1aa53ffff,bbde9d10-c549-494d-8db3-69dd81402219,POINT(-98.428122753176 29.4410010258309),169410.74133927553,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0b54fffff,f23aa191-01ac-4a3f-a0c1-756a91767346,POINT(-98.3412705561845 29.5461024137277),271350.11091721454,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0340bffff,6f0aa494-e7be-40d6-8aea-0b122a6444a8,POINT(-98.4998182129536 29.4667710033057),292618.29011885391,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02123ffff,0bdced04-decd-4ecd-8991-1bc274f5b68b,POINT(-98.5986561019601 29.5086206079733),304324.28332220891,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02177ffff,fd2a1b94-9f3a-457a-908f-56c2153a7ae3,POINT(-98.593169720063 29.5060037418977),188274.62447870427,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c8c23bffff,59f7154d-4f44-4446-aac6-75ead13d6eab,POINT(-98.7151998382214 29.3280242451975),337106.97813762026,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c12e03ffff,5fa3535d-cec7-4d8d-acbc-b29042d23725,POINT(-98.6156317814318 29.3602218498676),166102.24325603052,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c11d2bffff,b903a3b0-b2b4-4013-832b-7e98341e77c2,POINT(-98.5590178082187 29.4323241878716),172745.64379922778,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c10ad7ffff,a826f93c-07c1-4930-9892-80b4edc831ae,POINT(-98.5761653156012 29.4302954511464),168682.78267599814,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c11a3bffff,845fcf2d-4bc4-4180-a4d7-818025407fbc,POINT(-98.5114328975114 29.4481652205093),129815.21439394886,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c034a7ffff,18eeef58-8171-48ae-9338-a08a497c52b9,POINT(-98.5171975207823 29.4668699239124),175887.26451666767,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1540fffff,86e796f3-b141-4fde-a2ab-0dda2eafce5a,POINT(-98.6444428332324 29.4625215757349),248251.54846678194,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c115c7ffff,74c1a382-3feb-4f61-9dd5-f62a1c7507aa,POINT(-98.5149357441752 29.3660176685494),207900.80306276795,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0266bffff,8d9bbaf9-afec-4b19-a38c-115119dd86ce,POINT(-98.5427753050415 29.4797171430405),92848.856678282245,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c19db3ffff,9a7d6779-e362-4f68-910f-b67631491f63,POINT(-98.3933825827963 29.4819655119423),178548.86786763472,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02d0bffff,2b531a5a-91c8-4bbd-895b-3df16c9ea6f2,POINT(-98.6333753080574 29.5303239588776),380964.34095502319,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c020b3ffff,603f6899-ad07-464f-8219-f53db77d8e4c,POINT(-98.5819428354314 29.4804116766642),322557.72723934992,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a183ffff,136043b1-6541-432c-bd7e-03ad4000c19e,POINT(-98.4224049510287 29.5545524521217),186115.79074777584,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01d73ffff,3a193e6d-2bbd-4fd2-bef3-6ad5c7930537,POINT(-98.5276228015984 29.5935423381858),590699.90288140869,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1ae27ffff,2b1b1b4e-8ed2-443d-9abc-2986335e20d2,POINT(-98.4484696549957 29.4296388687173),140268.18051779011,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02873ffff,1dd46d04-4cc3-46d2-92b6-26c55ebcd2dc,POINT(-98.6065247114624 29.5444879420062),441905.80065756728,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c03493ffff,6254a300-4edf-4630-9ebd-81f23dc0ea4d,POINT(-98.5085798253859 29.4530536861533),290163.48640054278,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c15cdbffff,3ae1e021-d96d-435c-add0-d5693e333a0a,POINT(-98.6761386965878 29.5009401763284),383861.471740508,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c11087ffff,77c8fe82-10ca-4bd2-92d4-d1f655f8d1e7,POINT(-98.5011053326915 29.3737505465722),258119.85927379297,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c06ec3ffff,79cfcc19-596a-4697-b156-16126bdb1ff6,POINT(-98.7349486352144 29.6178538095588),788166.84807316528,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a09bffff,f020fb25-c512-4551-b514-07a456ea2d15,POINT(-98.4219473085885 29.3726365573495),307200.056263554,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c56987ffff,1fa0909b-67f3-4acd-8a8f-5db72981a9a8,POINT(-98.314658686298 29.5057127315982),468013.63062760874,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c111cbffff,809f9ee7-a113-4ef8-ab7a-17a4309fc5c0,POINT(-98.5044168222088 29.3876338061298),260954.26108220179,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c115cbffff,be794d19-fcee-41f7-babe-2a4471b533f6,POINT(-98.5075829230304 29.3656612091413),193363.47469012783,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c56d23ffff,2b75c897-3181-4010-8191-bf97b0f07eba,POINT(-98.3166470178858 29.4964855209822),347430.64199703105,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a59bffff,ec252fad-e12e-475b-b333-89ba83dfe0b3,POINT(-98.4472426158727 29.3640537764266),227030.06240481287,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c19a6fffff,bbcad3b1-0dac-41ec-9fcc-7a46a0386f1e,POINT(-98.3293482832035 29.5139572642669),361654.66054317349,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489cc4ad3ffff,8d02261e-13be-42d2-8b2a-fe81b5831feb,POINT(-98.4228481043297 29.3273752472894),296279.04111455556,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489cc4187ffff,d2b02261-0c89-46df-a714-4de0f28faf34,POINT(-98.4417325982556 29.2839256676527),275161.58828522894,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c002afffff,ec19c332-d320-47cd-b52d-eabe63185b43,POINT(-98.5230717808878 29.5530072107259),251595.65097754332,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01a6bffff,489c01c5-00a6-4d4f-a17d-5a4a3652d1fd,POINT(-98.4736017230326 29.6162335543812),426358.10918349546,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c151b3ffff,d7fddac1-0dd0-481e-8335-bc3a7c447b85,POINT(-98.6742570474295 29.4921238838653),410120.94091638614,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c030abffff,5f8b3645-b988-4fcd-9c56-21236834d3c5,POINT(-98.5071463916336 29.4887634353161),163292.96338163156,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c14ebbffff,b393eb3a-d04d-4ff9-85a6-25163edaa98b,POINT(-98.7390274518372 29.5149800023283),438489.25508797035,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1126fffff,38ef5eff-59da-4edd-863b-ac4bb458af40,POINT(-98.4628234667591 29.4001474350046),230600.43946002371,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01333ffff,5b36bd69-b264-46d9-8ff7-0ca05eb18fbf,POINT(-98.4703323774181 29.5705791370087),589819.36633797153,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c19e57ffff,a032a233-8043-42fb-a6d7-b7434c070220,POINT(-98.330365786053 29.4791078482587),291250.25607710518,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c151abffff,2d567533-4680-474d-b0a8-bc38a2eec3f3,POINT(-98.6710909192534 29.4978007171343),320906.66443086631,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c07527ffff,8b5a1ef0-d0f9-47d8-a6aa-3166bf7888d9,POINT(-98.6838237216531 29.5904060464022),503533.46884996048,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c115cfffff,5f7cca79-c062-421e-8bdf-cce6bd8ea6c9,POINT(-98.5120298762243 29.3692109541803),156551.82192367094,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1998fffff,24dd6468-e8b2-46b4-9363-47a823470796,POINT(-98.3833394702687 29.5056259684822),214494.13271687157,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c15423ffff,3ed023a5-2cb2-45dc-bda3-af321fc24bf1,POINT(-98.6527659815371 29.4654970993739),265434.2534176372,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c12a9bffff,e1dd2ed9-dc68-4005-b107-7a735badf558,POINT(-98.6120676604719 29.374820841588),226244.23679451228,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c18d1bffff,1b7867f2-f611-4eff-a971-9ac2dd7691a8,POINT(-98.4510341304352 29.4793842589612),1296552.404362601,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c3b0d3ffff,3ad3f116-81b3-495a-ba75-3a613516727e,POINT(-98.6230671447918 29.7434386399268),600902.51247362851,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c56d23ffff,aa0389a8-98a2-4741-b311-93590ebf5407,POINT(-98.3181835783255 29.4957389080981),329132.79206090578,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c05c07ffff,510b1f76-e328-4e21-9ce3-8cca644632f4,POINT(-98.6648943886032 29.6776141836813),936027.17668896227,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c18b2bffff,c539ad1f-d986-4d4e-8ac8-875b2edd3b18,POINT(-98.4287225981709 29.5237666180809),174169.47236474755,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a113ffff,2ae53d36-8c7c-44b7-b861-b31814c199db,POINT(-98.4439761775548 29.3935917464885),231098.918316831,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0636fffff,45a2818c-d983-4706-b535-c0b474eb1a22,POINT(-98.7126943623168 29.6228477348785),534152.04006979137,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01587ffff,ecc025fb-0b1d-4953-a33e-05ac875c029d,POINT(-98.5008315785649 29.5284681641302),153123.43404423696,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0317bffff,ef895880-f7d4-4dc6-9d9d-5eb5e5ec0578,POINT(-98.5138029476494 29.5105250674961),413604.48424143367,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c176c7ffff,d6fe3187-3cbb-4869-8be1-e608131dc162,POINT(-98.6507323894096 29.4057280083205),313444.82802457648,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02993ffff,5ff878c4-24f0-47a2-90bb-aabc26a330e1,POINT(-98.6363832058126 29.542913190462),466273.01664330758,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1440bffff,fe45ec01-a1ac-4a31-bb8f-81f7639b21f3,POINT(-98.7140316939705 29.4558843978858),439494.51016787905,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c15403ffff,390022f6-448b-4591-a86d-30bee84c9e59,POINT(-98.6463815106112 29.4603763759362),225273.66177109949,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489cc431bffff,d32128d2-50b3-408a-8efa-cf11ad99f65d,POINT(-98.4093191518394 29.2968597293733),363150.60048739891,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0f077ffff,a674ea46-d51f-48a7-81b3-c23c8e3fae0e,POINT(-98.4747732654579 29.658364064363),594276.9453656344,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c00483ffff,54403ef1-2faf-4086-a71c-ba6b36eb2845,POINT(-98.5473998664916 29.5092314226588),293220.03806877643,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0d07bffff,80ef29a1-caef-43f2-8114-f72431fe2816,POINT(-98.4372834553344 29.7129374680904),533344.21498984843,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0aca3ffff,c2da019a-73fc-469e-a0de-8a8609591bf8,POINT(-98.4508927102364 29.5769512304267),518828.7060181236,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c07613ffff,0c1547dd-02d0-45dc-a76e-1364d13d96dc,POINT(-98.6283817666774 29.5719612268738),207905.50095765392,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c8db2bffff,cb167c0a-80f8-454c-9ef0-27101f9d344a,POINT(-98.7039697812016 29.4032507587157),443848.19328090432,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c001a3ffff,b6440a25-1203-44bb-bd33-fba512e7bf4d,POINT(-98.5718093586644 29.5571740299796),297430.56977687724,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c005c3ffff,7f9157a0-7a38-4576-928a-f170115b68ff,POINT(-98.557651430961 29.5246062383459),256005.51128883866,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1195bffff,647497cc-1e54-4c1c-bccf-ce33765de6df,POINT(-98.5415200130896 29.4451788020766),245715.01371783612,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a2dbffff,57857d1d-01b7-421d-a252-3a64fa4170fe,POINT(-98.3881623860627 29.3811744475193),282306.19941318355,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c189a7ffff,b8b759a4-a8b8-476f-921d-db2257ddce16,POINT(-98.4637560919962 29.5091187270944),252600.17385827363,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c19b4fffff,67d692aa-2fb9-4041-8236-887edcf8df03,POINT(-98.3456013833608 29.521284524037),354866.94549141813,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c14a03ffff,7093fafa-7593-4f65-aee0-a9146952e56e,POINT(-98.728001871226 29.540980727143),835429.33081337635,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c174cbffff,24d5db26-9a4e-4589-887a-448e554a304c,POINT(-98.6701407092219 29.3977657663435),260187.61305946112,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0267bffff,f4e9f30b-61bc-4fc1-89eb-98d38858e5da,POINT(-98.5419797330039 29.4774659206408),171778.83402993169,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c56957ffff,0831c8b7-ac47-4c01-a09c-279b59949155,POINT(-98.3034114214414 29.5118764656441),515739.13640898746,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c18a97ffff,a0915ab5-cbc1-46d3-9b83-5ea31d941b94,POINT(-98.4130612075087 29.4929173753818),302027.34861296782,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0ae93ffff,e470db01-d59c-426d-bee8-1c0ac0db0f8c,POINT(-98.4217547675055 29.5754024319974),421671.50727856107,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0212bffff,1addbd0b-feb9-43fe-abbb-afba8a1fd680,POINT(-98.593205910594 29.5089590559931),203454.63439396242,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02e17ffff,314dc13f-412d-4101-8dae-9e894f9884d3,POINT(-98.5929119914558 29.5241123981512),245059.38728652912,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c11b73ffff,996d3e0a-5c32-4428-bfa4-32298e179cc1,POINT(-98.5242725583736 29.4608767190134),217795.2540732144,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01643ffff,77885835-515d-4dc4-9048-c464562a8383,POINT(-98.4362973353877 29.5297629725667),232236.41181177893,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c01b77ffff,20efa24c-e66e-4d16-a380-d402502fc311,POINT(-98.5032894279769 29.6272867793337),444346.43086547707,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c003dbffff,c068ffd6-8c25-4128-bb50-45ac8c78dc73,POINT(-98.5279442807063 29.5541646357039),346129.25682569551,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c8da77ffff,2f0a44e0-c0ae-4a2f-95f6-2f4adb6e13be,POINT(-98.6802044080603 29.3872915472554),387583.54227319628,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c176b7ffff,2483bbd3-d5c3-4e9a-8175-6c71dba317cb,POINT(-98.6661611171624 29.4110421033767),394783.06119845144,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c118a7ffff,31b2aec8-bf78-4876-94dc-46b3ed3e3a6d,POINT(-98.5465273030549 29.4334169745527),109327.47984753842,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c18b37ffff,1ec64953-ff7e-43df-8a81-a2e1212565ef,POINT(-98.4368693524399 29.5213578261646),206552.78150069842,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02833ffff,8e7776ae-93ce-4ff2-88f9-ae8b04234271,POINT(-98.6183500335207 29.5413684494309),314642.87650493754,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a90fffff,fc0e085e-a2f7-4ca4-b6a0-c334bc1633d4,POINT(-98.4559774762575 29.6180733887344),527980.72682072257,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1abd7ffff,ed2f1a70-86ef-4150-a8df-ae67d53519b1,POINT(-98.4570293351393 29.4502115797573),292472.13636615471,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a683ffff,96400d3d-445e-44d4-a2a0-ecf449237a5d,POINT(-98.3816077275719 29.5251889715894),474158.95493385592,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489cc4ac7ffff,f80c2b11-ea64-4c74-8722-13fcb3fa4c0e,POINT(-98.4269268191367 29.33192778545),253011.48787057417,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489cc5ab7ffff,4e54d4b0-03cd-4344-bc90-e315232ce9b7,POINT(-98.371438243064 29.3376431960959),355396.62949356984,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1a2cfffff,75ed034c-5a94-4375-b297-08303f1e3b28,POINT(-98.39026856205 29.3879851415657),220026.29740188722,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a92bffff,0b16fc33-ef1d-4c2e-b13d-8f3e75d4b522,POINT(-98.4617159592279 29.6226035627813),561935.56814446417,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c18a0bffff,52e9c205-1153-48b6-81fb-a0063919d537,POINT(-98.4017890695907 29.5005082941287),208800.12644007843,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c141cbffff,6ad47b8b-8f0e-43f2-811a-e8d99fbefdc6,POINT(-98.7271988644382 29.4884091546731),430584.2068372193,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c8db53ffff,8ed10379-d2bf-4e3e-9395-a42f27ba8651,POINT(-98.6920143650294 29.392233434644),366447.78865950211,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a057ffff,21857be9-f781-44d1-81fc-8f847741ec5c,POINT(-98.3905175093669 29.5463541212354),161263.41480780207,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0a8cbffff,58ff1fa3-aa7f-4e44-8d60-fea7575d661c,POINT(-98.4278689216141 29.59407336566),612332.94479947968,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c11c67ffff,887d71ef-4063-4415-b497-91dcdef25994,POINT(-98.5331844070816 29.4191994185586),195248.47039556643,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c158cbffff,83332dcf-2d58-40ec-b3c1-9965f3210ca1,POINT(-98.6715961399579 29.5294597519226),385579.749206068,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c02b3bffff,c2ea0952-7fa3-41f1-8017-4670a41f6ee0,POINT(-98.6117420032548 29.5665550490536),255939.14045354273,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c07273ffff,4023b1a6-708d-4e98-b8dc-c2e0f7c62f36,POINT(-98.6217323544151 29.6033192332966),714045.91917548922,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c00217ffff,1cefc02e-4ad4-4fa8-9d7d-a6d85c18e46d,POINT(-98.5176952739936 29.5493581729226),245437.68754789163,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c14edbffff,0cc41276-871b-4190-aa50-bd50790a1865,POINT(-98.7232036445278 29.5091858006914),337293.01813359017,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c1b50fffff,71dfead7-6d53-4b5f-9be7-e499259e99e5,POINT(-98.3754230993884 29.3810961616608),379620.538761852,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c0126bffff,759b8771-8904-4675-9890-174702d636ad,POINT(-98.436618823496 29.562140596028),334989.95714148937,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c08d83ffff,ce7fb85f-78f4-4818-a32a-8b61a717be8c,POINT(-98.4347850678181 29.6378225724302),671987.70316065871,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c132dbffff,f376e624-86a1-4dfe-84d0-0cbb315627b6,POINT(-98.4909047509987 29.3244544981398),273232.97212958848,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c14e0fffff,3df94aff-68bd-47d3-9f96-50fe88ee1a80,POINT(-98.7322653712744 29.5221768470503),658757.68239715754,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c17437ffff,a6450f02-1a72-4773-a64e-8658152765c8,POINT(-98.6863973440398 29.4103898291992),381566.02229485934,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
89489c15d93ffff,08b4086f-4c43-40d0-9da2-1a739811f5e1,POINT(-98.7110742548967 29.5147684075921),338561.15624306112,Moderate,Dense Fog Advisory,1,Bexar,Dense Fog Advisory,Live alert
